number,title,owned,image,note
A949,"THE TRUE WILDERNESS Harry Abbott Williams",No,https://mailpony.uk/pelicans/A949.jpg,"1968"
A950,"THE BIRTH OF INDIAN CIVILIZATION: INDIA AND PAKISTAN BEFORE 500 BC Harry Abbott Williams",No,https://mailpony.uk/pelicans/A950.jpg,"1968"
A951,"URBAN CHOICES: THE CITY AND ITS CRITICS Roger Starr",No,https://mailpony.uk/pelicans/A951.jpg,"1968"
A952,"GOD IS NO MORE Roger Starr",No,https://mailpony.uk/pelicans/A952.jpg,"1968"
A953,"A REAPPRAISAL OF MARXIAN ECONOMICS Murray Wolfson",No,https://mailpony.uk/pelicans/A953.jpg,"1968"
A954,"MONOPOLY CAPITAL: AN ESSAY ON THE AMERICAN ECONOMIC AND SOCIAL ORDER Murray Wolfson",No,https://mailpony.uk/pelicans/A954.jpg,"1968"
A955,"THE NEW THEOLOGIAN Ved Mehta",No,https://mailpony.uk/pelicans/A955.jpg,"1968"
A956,"SOCIAL PSYCHIATRY IN PRACTICE (The Idea of the Therapeutic Community) Maxwell Jones",No,https://mailpony.uk/pelicans/A956.jpg,"1968"
A957,"RADICAL THEOLOGY AND THE DEATH OF GOD Maxwell Jones",No,https://mailpony.uk/pelicans/A957.jpg,"1968"
A958,"INDUSTRIAL SOCIETY: SOCIAL SCIENCES IN MANAGEMENT Maxwell Jones",No,https://mailpony.uk/pelicans/A958.jpg,"1968"
A959,"MAIN CURRENTS IN SOCIOLOGICAL THOUGHT VOL. 1: Montesquieu, Comte, Marx, Tocqueville, The Sociologists and the Revolution of 1848 Raymond Aron",No,https://mailpony.uk/pelicans/A959.jpg,"1968"
A960,"BRITAIN ON BORROWED TIME Raymond Aron",No,https://mailpony.uk/pelicans/A960.jpg,"1967"
A961,"THE RELIGIOUS LIFE Sister Edna Mary",No,https://mailpony.uk/pelicans/A961.jpg,"1968"
A962,"THE UNIVERSITIES Vivian H. H. Green",No,https://mailpony.uk/pelicans/A962.jpg,"1969"
A963,"THE JUSTICE OF THE PEACE Esther Moir",No,https://mailpony.uk/pelicans/A963.jpg,"1969"
A964,"THE FOUNDING FATHERS OF SOCIAL SCIENCE Esther Moir",No,https://mailpony.uk/pelicans/A964.jpg,"1969"
A965,"LIFE IN A SECONDARY MODERN SCHOOL John Partridge",No,https://mailpony.uk/pelicans/A965.jpg,"1968"
A966,"CHARTRES George Henderson",No,https://mailpony.uk/pelicans/A966.jpg,"1968"
A967,"A QUARTER OF MANKIND: AN ANATOMY OF CHINA TODAY Dick Wilson",No,https://mailpony.uk/pelicans/A967.jpg,"1968"
A968,"MATHEMATICS AND THE IMAGINATION Dick Wilson",No,https://mailpony.uk/pelicans/A968.jpg,"1968"
A969,"REVOLUTION IN OPTICS Samuel Tolansky",No,https://mailpony.uk/pelicans/A969.jpg,"1968"
A970,"THE SPANISH CIVIL WAR Hugh Thomas",No,https://mailpony.uk/pelicans/A970.jpg,"1968"
A971,"THE SEXUAL BEHAVIOUR OF YOUNG PEOPLE Michael Schofield (in collaboration with John Bynner, Patricia Lewis, and Peter Massie)",No,https://mailpony.uk/pelicans/A971.jpg,"1968"
A972,"THE SLEEPWALKERS: A History of Man’s Changing Vision of the Universe Arthur Koestler",No,https://mailpony.uk/pelicans/A972.jpg,"1968"
A973,"A BOOK OF SCRIPTS Alfred Fairbank",No,https://mailpony.uk/pelicans/A973.jpg,"968]"
A974,"THE PSYCHOLOGY OF PLAY Susanna Millar",No,https://mailpony.uk/pelicans/A974.jpg,"1968"
A975,"THE SECULAR CITY: Secularization and Urbanization in Theological Perspective Harvey Cox",No,https://mailpony.uk/pelicans/A975.jpg,"1968"
A976,"PLENTY AND WANT: A Social History of Diet in England from 1815 to the Present Day John Burnett",No,https://mailpony.uk/pelicans/A976.jpg,"1968"
A977,"THE AUSTRALIAN AND THE LAW Geoffrey Sawer",No,https://mailpony.uk/pelicans/A977.jpg,"1968"
A978,"NEO-CLASSICISM Hugh Honour",No,https://mailpony.uk/pelicans/A978.jpg,"1968"
A979,"THE NAVY Oliver Warner",No,https://mailpony.uk/pelicans/A979.jpg,"1968"
A981,"ASIAN DRAMA: AN ENQUIRY INTO THE POVERY OF NATIONS VOL. 1 Gunnar Myrdal",No,https://mailpony.uk/pelicans/A981.jpg,"968]"
A982,"ASIAN DRAMA: AN ENQUIRY INTO THE POVERY OF NATIONS VOL. 2 Gunnar Myrdal",No,https://mailpony.uk/pelicans/A982.jpg,"968]"
A983,"ASIAN DRAMA: AN ENQUIRY INTO THE POVERY OF NATIONS VOL. 3 Gunnar Myrdal",No,https://mailpony.uk/pelicans/A983.jpg,"968]"
A984,"MACMILLAN: A STUDY IN AMBIGUITY Anthony Sampson",No,https://mailpony.uk/pelicans/A984.jpg,"1968"
A985,"THE NERVOUS SYSTEM Peter Nathan",No,https://mailpony.uk/pelicans/A985.jpg,"1969"
A986,"ONE MILLION VOLUNTEERS: THE STORY OF VOLUNTEER YOUTH SERVICE Arthur Gillette",No,https://mailpony.uk/pelicans/A986.jpg,"1968"
A987,"THE ANATOMY OF JUDGEMENT: An investigation into the processes of perception and reasoning M. L. Johnson Abercrombie",No,https://mailpony.uk/pelicans/A987.jpg,"1969"
A988,"ON ESCALATION: METAPHORS AND SCENARIOS Herman Kahn",No,https://mailpony.uk/pelicans/A988.jpg,"1968"
A989,"BLACK POWER U.S.A.: THE HUMAN SIDE OF RECONSTRUCTION 1867-1877 Lerone Bennett Jnr",No,https://mailpony.uk/pelicans/A989.jpg,"1969"
A990,"THE SECULAR MEANING OF THE GOSPEL: Based on an Analysis of its Language Paul M. Van Buren",No,https://mailpony.uk/pelicans/A990.jpg,"1968"
A991,"GENERATION ON TRIAL: U.S.A. vs. Alger Hiss Alistair Cooke",No,https://mailpony.uk/pelicans/A991.jpg,"1968"
A992,"LATER LIFE: GERIATRICS TODAY AND TOMORROW Ivor Felstein",No,https://mailpony.uk/pelicans/A992.jpg,"1969"
A993,"THE SAFETY OF THE UNBORN CHILD Geoffrey Chamberlain",No,https://mailpony.uk/pelicans/A993.jpg,"1969"
A994,"SCIENCE IN HISTORY, VOL. 1: THE EMERGENCE OF SCIENCE J. D. Bernal",No,https://mailpony.uk/pelicans/A994.jpg,"1969"
A995,"SCIENCE IN HISTORY, VOL. 2: THE SCIENTIFIC AND INDUSTRIAL REVOLUTION J. D. Bernal",No,https://mailpony.uk/pelicans/A995.jpg,"1969"
A996,"SCIENCE IN HISTORY, VOL. 3: THE NATURAL SCIENCES IN OUR TIME J. D. Bernal",No,https://mailpony.uk/pelicans/A996.jpg,"1969"
A997,"SCIENCE IN HISTORY, VOL. 4: THE SOCIAL SCIENCES: CONCLUSION J. D. Bernal",No,https://mailpony.uk/pelicans/A997.jpg,"1969"
A998,"STIGMA: NOTES ON THE MANAGEMENT OF SPOILED IDENTITY Erving Goffman",No,https://mailpony.uk/pelicans/A998.jpg,"1968"
A999,"REVOLUTION IN THE REVOLUTION? Armed Struggle and Political Struggle in Latin America Régis Debray",No,https://mailpony.uk/pelicans/A999.jpg,"1968"
A1000,"THE MAKING OF THE ENGLISH WORKING CLASS E. P. Thompson",Yes,https://mailpony.uk/pelicans/A1000.jpg,"1968"
NS1,"Economics: The User's Guide Ha-Joon Chang",Yes,https://mailpony.uk/pelicans-post2014/ns001.jpg,""
NS2,"Human Evolution Robin Dunbar",No,https://mailpony.uk/pelicans-post2014/ns002.jpg,""
NS3,"Revolutionary Russia 1891-1991 Orlando Figes",No,https://mailpony.uk/pelicans-post2014/ns003.jpg,""
NS4,"The Domesticated Brain Bruce Hood",Yes,https://mailpony.uk/pelicans-post2014/ns004.jpg,""
NS5,"Greek and Roman Political Ideas Melissa Lane",Yes,https://mailpony.uk/pelicans-post2014/ns005.jpg,""
NS6,"Classical Literature Richard Jenkyns",Yes,https://mailpony.uk/pelicans-post2014/ns006.jpg,""
NS7,"Who Governs Britain? Anthony King",Yes,https://mailpony.uk/pelicans-post2014/ns007.jpg,""
NS8,"How to See the World Nicholas Mirzoeff",Yes,https://mailpony.uk/pelicans-post2014/ns008.jpg,""
NS9,"The Meaning of Science Tim Lewens",Yes,https://mailpony.uk/pelicans-post2014/ns009.jpg,""
NS10,"Social Class in the 21st Century Mike Savage",Yes,https://mailpony.uk/pelicans-post2014/ns010.jpg,""
NS11,"The European Union: A Citizen's Guide Chris Bickerton",Yes,https://mailpony.uk/pelicans-post2014/ns011.jpg,""
NS12,"The Caliphate Hugh Kennedy",Yes,https://mailpony.uk/pelicans-post2014/ns012.jpg,""
NS13,"Islam Tariq Ramadan",Yes,https://mailpony.uk/pelicans-post2014/ns013.jpg,""
NS14,"Basic Income Guy Standing",Yes,https://mailpony.uk/pelicans-post2014/ns014.jpg,""
NS15,"Think Like an Anthropologist Matthew Engelke",Yes,https://mailpony.uk/pelicans-post2014/ns015.jpg,""
NS16,"Hermeneutics John D. Caputo",Yes,https://mailpony.uk/pelicans-post2014/ns016.jpg,""
NS17,"Being Ecological Timothy Morton",Yes,https://mailpony.uk/pelicans-post2014/ns017.jpg,""
NS18,"Object-Oriented Ontology Graham Harman",Yes,https://mailpony.uk/pelicans-post2014/ns018.jpg,""
NS19,"Marx and Marxism Gregory Claeys",Yes,https://mailpony.uk/pelicans-post2014/ns019.jpg,""
NS20,"The Human Planet Simon L. Lewis Mark A. Maslin",Yes,https://mailpony.uk/pelicans-post2014/ns020.jpg,""
NS21,"Our Universe Jo Dunkley",Yes,https://mailpony.uk/pelicans-post2014/ns021b.jpg,""
NS21,"Think Again Walter Sinnott-Armstrong",Yes,https://mailpony.uk/pelicans-post2014/ns021a.jpg,""
NS22,"Parenting the First Twelve Years Victoria Cooper Heather Montgomery Kieron Sheehy",Yes,https://mailpony.uk/pelicans-post2014/ns022.jpg,""
NS23,"Social Mobility Lee Elliot Major Stephen Machin",Yes,https://mailpony.uk/pelicans-post2014/ns023.jpg,""
NS24,"National Populism Roger Eatwell Matthew Goodwin",Yes,https://mailpony.uk/pelicans-post2014/ns024.jpg,""
NS25,"What We Really Do All Day Jonathan Gershuny Oriel Sullivan",Yes,https://mailpony.uk/pelicans-post2014/ns025.jpg,""
NS26,"A Short History of Brexit Kevin O'Rourke",Yes,https://mailpony.uk/pelicans-post2014/ns026.jpg,""
NS27,"A Political History of the World Jonathan Holslag",Yes,https://mailpony.uk/pelicans-post2014/ns027.jpg,""
NS28,"Covid By Numbers David Spiegelhalter Anthony Masters",Yes,https://mailpony.uk/pelicans-post2014/ns028.jpg,""
NS29,"Chinese Thought Roel Sterckx",Yes,https://mailpony.uk/pelicans-post2014/ns029.jpg,""
NS30,"The Art of Statistics David Spiegelhalter",Yes,https://mailpony.uk/pelicans-post2014/ns030.jpg,""
NS31,"This Is Shakespeare Emma Smith",Yes,https://mailpony.uk/pelicans-post2014/ns031.jpg,""
NS32,"The Government of No One Ruth Kinna",Yes,https://mailpony.uk/pelicans-post2014/ns032.jpg,""
NS33,"Plunder of the Commons Guy Standing",Yes,https://mailpony.uk/pelicans-post2014/ns033.jpg,""
NS34,"Artificial Intelligence Melanie Mitchell",Yes,https://mailpony.uk/pelicans-post2014/ns034.jpg,""
NS35,"Can We Be Happier? Richard Layard George Ward",Yes,https://mailpony.uk/pelicans-post2014/ns035.jpg,""
NS36,"Feeding Britain Tim Lang",Yes,https://mailpony.uk/pelicans-post2014/ns036.jpg,""
NS37,"The Road to Conscious Machines Michael Wooldridge",Yes,https://mailpony.uk/pelicans-post2014/ns037.jpg,""
NS38,"Feminisms Lucy Delap",Yes,https://mailpony.uk/pelicans-post2014/ns038.jpg,""
NS39,"Architecture Barnabas Calder",Yes,https://mailpony.uk/pelicans-post2014/ns039.jpg,""
NS40,"Around the World in 80 Books David Damrosch",Yes,https://mailpony.uk/pelicans-post2014/ns040.jpg,""
NS41,"How Religion Evolved Robin Dunbar",Yes,https://mailpony.uk/pelicans-post2014/ns041.jpg,""
NS42,"The Blue Commons Guy Standing",Yes,https://mailpony.uk/pelicans-post2014/ns042.jpg,""
NS43,"The Holocaust Dan Stone",Yes,https://mailpony.uk/pelicans-post2014/ns043.jpg,""
NS44,"Aristotle John Sellars",Yes,https://mailpony.uk/pelicans-post2014/ns044.jpg,""
NS45,"The Power of Language Viorica Marian",Yes,https://mailpony.uk/pelicans-post2014/ns045.jpg,""
NS46,"The Politics of Time Guy Standing",Yes,https://mailpony.uk/pelicans-post2014/ns046.jpg,""
NS47,"Traditionalism Mark Sedgwick",Yes,https://mailpony.uk/pelicans-post2014/ns047.jpg,""
NS48,"Race and Education Kalwant Bhopal",Yes,https://mailpony.uk/pelicans-post2014/ns048.jpg,""
NS49,"Understanding Media James Curran Joanna Redden",Yes,https://mailpony.uk/pelicans-post2014/ns049.jpg,""
NS,"Moral AI Jana Schaich Borg Walter Sinnott-Armstrong Vincent Conitzer",No,,""
NS,"Why War? Richard Overy",No,,""
NS,"The Art of Uncertainty David Spiegelhalter",No,,""
NS,"The World of the Cold War Vladislav Zubok",No,,""
NS,"Climate Science Chris Rapley",No,,""
NS,"A Short History of Japan Christopher Harding",No,,""
